Date,Source Stage,Source bench,Destination name,Truck,Travelling empty duration,Travelling full duration,Full slope length,Empty slope length,Inpit Ramp length,Inpit Ramp Grade,Dump Ramp length,Dump Ramp Grade,Truck ID,Truck Type,Empty Weight (kg),Max Gross OperatingWeight,Payload_tonnes,Total_weight,Overweight,productivity,Dump Ramp Length
06/03/2017,Stage G,903,CRUSH01,TRH404,1822.0,1613,5399.04," 6,485.99 ",3362.25,9.14,    ,0.00%,TRH404,789C,124114,317514.85,204900.0,329014.0,1,203.97644141351518,0.0
06/03/2017,Stage G,903,CRUSH01,TRH404,575.0,1046,4988.7," 5,067.61 ",3362.25,9.14,    ,0.00%,TRH404,789C,124114,317514.85,187800.0,311914.0,0,298.19694072657745,0.0
06/03/2017,Stage G,903,CRUSH01,TRH404,1327.0,1049,5129.67," 7,269.23 ",3362.25,9.14,    ,0.00%,TRH404,789C,124114,317514.85,183400.0,307514.0,0,293.14966634890374,0.0
06/03/2017,Stage G,903,ROM_01,TRH404,580.0,1081,5169.74," 5,164.25 ",3362.25,9.14, 135.00 ,6.67%,TRH404,789C,124114,317514.85,189700.0,313814.0,0,290.29972247918596,135.0
07/03/2017,Stage G,903,ROM_01,TRH404,634.0,1145,5678.9," 4,129.98 ",3362.25,9.14, 135.00 ,6.67%,TRH404,789C,124114,317514.85,190900.0,315014.0,0,275.12139737991265,135.0
07/03/2017,Stage G,903,ROM_01,TRH404,560.0,1075,2147.97," 5,437.93 ",3362.25,9.14, 135.00 ,6.67%,TRH404,789C,124114,317514.85,194200.0,318314.0,1,296.1060465116279,135.0
07/03/2017,Stage G,903,ROM_01,TRH404,543.0,1068,4862.32," 5,165.26 ",3362.25,9.14, 135.00 ,6.67%,TRH404,789C,124114,317514.85,180400.0,304514.0,0,285.12546816479403,135.0
07/03/2017,Stage G,903,ROM_01,TRH404,550.0,1079,5054.95," 5,053.28 ",3362.25,9.14, 135.00 ,6.67%,TRH404,789C,124114,317514.85,190300.0,314414.0,0,291.3938832252085,135.0
07/03/2017,Stage G,903,ROM_01,TRH404,622.0,1126,4731.78," 5,054.66 ",3362.25,9.14, 135.00 ,6.67%,TRH404,789C,124114,317514.85,183100.0,307214.0,0,272.83658969804617,135.0
07/03/2017,Stage G,903,ROM_03,TRH404,573.0,1419,5322.61," 5,327.04 ",3362.25,9.14,    ,9.52%,TRH404,789C,124114,317514.85,204000.0,328114.0,1,231.2290345313601,0.0
07/03/2017,Stage G,903,ROM_03,TRH404,572.0,1054,5285.98," 5,328.51 ",3362.25,9.14,    ,9.52%,TRH404,789C,124114,317514.85,197500.0,321614.0,1,305.13662239089183,0.0
07/03/2017,Stage G,903,ROM_03,TRH404,2388.0,1131,4968.38," 6,020.28 ",3362.25,9.14,    ,9.52%,TRH404,789C,124114,317514.85,200700.0,324814.0,1,287.19186560565873,0.0
07/03/2017,Stage G,903,ROM_03,TRH404,537.0,1132,359.2," 5,079.20 ",3362.25,9.14,    ,9.52%,TRH404,789C,124114,317514.85,210800.0,334914.0,1,295.86042402826854,0.0
07/03/2017,Stage G,903,ROM_03,TRH404,45.0,1085,5254.21, 54.13 ,3362.25,9.14,    ,9.52%,TRH404,789C,124114,317514.85,187900.0,312014.0,0,287.5705069124424,0.0
07/03/2017,Stage G,903,ROM_03,TRH404,640.0,987,5317.43," 5,126.91 ",3362.25,9.14,    ,9.52%,TRH404,789C,124114,317514.85,176100.0,300214.0,0,304.1681864235056,0.0
07/03/2017,Stage G,903,ROM_01,TRH404,557.0,1107,4815.2," 4,318.67 ",3362.25,9.14, 135.00 ,6.67%,TRH404,789C,124114,317514.85,196900.0,321014.0,1,289.98554652213187,135.0
07/03/2017,Stage G,903,ROM_03,TRH404,593.0,1139,7172.24," 5,286.67 ",3362.25,9.14,    ,9.52%,TRH404,789C,124114,317514.85,194300.0,318414.0,1,279.55575065847233,0.0
07/03/2017,Stage G,903,ROM_03,TRH404,590.0,1246,5125.29," 5,350.05 ",3362.25,9.14,    ,9.52%,TRH404,789C,124114,317514.85,196900.0,321014.0,1,257.63563402889247,0.0
07/03/2017,Stage G,903,ROM_03,TRH404,877.0,1178,5273.23," 5,343.98 ",3362.25,9.14,    ,9.52%,TRH404,789C,124114,317514.85,191300.0,315414.0,0,267.75382003395583,0.0
07/03/2017,Stage G,903,ROM_03,TRH404,604.0,1100,5072.24," 5,109.04 ",3362.25,9.14,    ,9.52%,TRH404,789C,124114,317514.85,177600.0,301714.0,0,274.28545454545457,0.0
07/03/2017,Stage G,903,ROM_03,TRH404,878.0,1107,5100.0," 5,588.76 ",3362.25,9.14,    ,9.52%,TRH404,789C,124114,317514.85,187600.0,311714.0,0,281.5844625112918,0.0
07/03/2017,Stage G,903,ROM_03,TRH404,594.0,1212,5040.11," 5,204.22 ",3362.25,9.14,    ,9.52%,TRH404,789C,124114,317514.85,184700.0,308814.0,0,254.7970297029703,0.0
07/03/2017,Stage G,903,ROM_01,TRH404,947.0,1142,5097.55," 7,068.39 ",3362.25,9.14, 135.00 ,6.67%,TRH404,789C,124114,317514.85,186100.0,310214.0,0,271.64098073555164,135.0
07/03/2017,Stage G,903,ROM_01,TRH404,590.0,1299,5077.09," 5,099.57 ",3362.25,9.14, 135.00 ,6.67%,TRH404,789C,124114,317514.85,206800.0,330914.0,1,254.74518860662047,135.0
07/03/2017,Stage G,903,ROM_03,TRH404,640.0,1125,4960.1," 4,870.01 ",3362.25,9.14,    ,9.52%,TRH404,789C,124114,317514.85,202900.0,327014.0,1,290.6791111111111,0.0
07/03/2017,Stage G,903,ROM_03,TRH404,644.0,1162,5094.57," 5,425.45 ",3362.25,9.14,    ,9.52%,TRH404,789C,124114,317514.85,186100.0,310214.0,0,266.96557659208264,0.0
07/03/2017,Stage G,903,ROM_03,TRH404,715.0,1277,5039.59," 5,299.36 ",3362.25,9.14,    ,9.52%,TRH404,789C,124114,317514.85,206100.0,330214.0,1,258.5857478465153,0.0
07/03/2017,Stage G,903,ROM_01,TRH404,557.0,1183,4928.05," 5,192.54 ",3362.25,9.14, 135.00 ,6.67%,TRH404,789C,124114,317514.85,189400.0,313514.0,0,265.0160608622147,135.0
07/03/2017,Stage G,903,ROM_01,TRH404,590.0,1183,5050.66," 5,227.71 ",3362.25,9.14, 135.00 ,6.67%,TRH404,789C,124114,317514.85,192200.0,316314.0,0,267.38292476754015,135.0
08/03/2017,Stage G,903,ROM_01,TRH404,1548.0,1151,4802.86," 5,570.00 ",3362.25,9.14, 135.00 ,6.67%,TRH404,789C,124114,317514.85,194200.0,318314.0,1,276.5543006081668,135.0
08/03/2017,Stage G,903,ROM_01,TRH404,574.0,1271,5535.11," 5,389.64 ",3362.25,9.14, 135.00 ,6.67%,TRH404,789C,124114,317514.85,198800.0,322914.0,1,254.06294256490952,135.0
08/03/2017,Stage G,903,ROM_01,TRH404,555.0,1198,5102.16," 5,273.36 ",3362.25,9.14, 135.00 ,6.67%,TRH404,789C,124114,317514.85,193700.0,317814.0,1,265.2871452420701,135.0
08/03/2017,Stage G,903,ROM_01,TRH404,755.0,1115,4756.71," 5,682.43 ",3362.25,9.14, 135.00 ,6.67%,TRH404,789C,124114,317514.85,195300.0,319414.0,1,286.4699551569507,135.0
08/03/2017,Stage G,903,CRUSH01,TRH404,549.0,1127,4882.5," 5,189.87 ",3362.25,9.14,    ,0.00%,TRH404,789C,124114,317514.85,190000.0,314114.0,0,278.7169476486247,0.0
08/03/2017,Stage G,903,ROM_01,TRH404,656.0,1136,5104.34," 5,256.89 ",3362.25,9.14, 135.00 ,6.67%,TRH404,789C,124114,317514.85,194500.0,318614.0,1,280.47007042253523,135.0
08/03/2017,Stage G,912,CRUSH01,TRH404,1642.0,1015,3157.85," 9,077.55 ",3263.69,9.14,    ,0.00%,TRH404,789C,124114,317514.85,201500.0,325614.0,1,320.8019704433498,0.0
08/03/2017,Stage G,912,CRUSH01,TRH404,992.0,985,4744.84," 4,909.62 ",3263.69,9.14,    ,0.00%,TRH404,789C,124114,317514.85,177400.0,301514.0,0,306.1055837563452,0.0
08/03/2017,Stage G,912,ROM_03,TRH404,1398.0,967,4749.36," 4,923.69 ",3263.69,9.14,    ,9.52%,TRH404,789C,124114,317514.85,193300.0,317414.0,0,328.2461220268873,0.0
08/03/2017,Stage G,912,CRUSH01,TRH404,504.0,1005,5176.08," 4,993.53 ",3263.69,9.14,    ,0.00%,TRH404,789C,124114,317514.85,200800.0,324914.0,1,323.29751243781095,0.0
08/03/2017,Stage G,912,CRUSH01,TRH404,0.0,1207,3406.41, 25.71 ,3263.69,9.14,    ,0.00%,TRH404,789C,124114,317514.85,197000.0,321114.0,1,266.043082021541,0.0
08/03/2017,Stage G,912,CRUSH01,TRH404,892.0,1018,4742.33," 5,112.30 ",3263.69,9.14,    ,0.00%,TRH404,789C,124114,317514.85,193000.0,317114.0,0,311.50687622789786,0.0
08/03/2017,Stage G,912,CRUSH01,TRH404,553.0,2510,6800.05," 5,469.26 ",3263.69,9.14,    ,0.00%,TRH404,789C,124114,317514.85,203300.0,327414.0,1,130.4438247011952,0.0
08/03/2017,Stage G,912,ROM_03,TRH404,768.0,984,4813.7," 8,955.51 ",3263.69,9.14,    ,9.52%,TRH404,789C,124114,317514.85,196000.0,320114.0,1,325.3191056910569,0.0
08/03/2017,Stage G,912,ROM_03,TRH404,480.0,1020,4615.73," 5,087.86 ",3263.69,9.14,    ,9.52%,TRH404,789C,124114,317514.85,196900.0,321014.0,1,314.7196078431373,0.0
08/03/2017,Stage G,912,ROM_03,TRH404,1219.0,1006,4875.74," 4,443.49 ",3263.69,9.14,    ,9.52%,TRH404,789C,124114,317514.85,191000.0,315114.0,0,313.234592445328,0.0
08/03/2017,Stage G,912,ROM_03,TRH404,662.0,997,4757.01," 5,321.44 ",3263.69,9.14,    ,9.52%,TRH404,789C,124114,317514.85,201200.0,325314.0,1,326.2928786359077,0.0
08/03/2017,Stage G,912,ROM_03,TRH404,1575.0,1002,5283.02," 6,813.12 ",3263.69,9.14,    ,9.52%,TRH404,789C,124114,317514.85,183500.0,307614.0,0,307.0,0.0
09/03/2017,Stage G,912,ROM_03,TRH404,713.0,968,3656.24," 5,466.59 ",3263.69,9.14,    ,9.52%,TRH404,789C,124114,317514.85,184200.0,308314.0,0,318.50619834710744,0.0
09/03/2017,Stage G,912,ROM_03,TRH404,699.0,949,4801.7," 4,973.25 ",3263.69,9.14,    ,9.52%,TRH404,789C,124114,317514.85,181900.0,306014.0,0,322.45943097997895,0.0
09/03/2017,Stage G,912,ROM_03,TRH404,505.0,934,3409.69," 5,035.61 ",3263.69,9.14,    ,9.52%,TRH404,789C,124114,317514.85,181100.0,305214.0,0,326.7815845824411,0.0
09/03/2017,Stage G,912,ROM_03,TRH404,477.0,947,4920.33," 5,048.75 ",3263.69,9.14,    ,9.52%,TRH404,789C,124114,317514.85,187500.0,311614.0,0,329.0538542766632,0.0
09/03/2017,Stage G,912,ROM_03,TRH404,482.0,933,4850.79," 5,078.93 ",3263.69,9.14,    ,9.52%,TRH404,789C,124114,317514.85,179800.0,303914.0,0,325.7384780278671,0.0
09/03/2017,Stage G,912,ROM_03,TRH404,469.0,956,4844.71," 4,927.70 ",3263.69,9.14,    ,9.52%,TRH404,789C,124114,317514.85,173900.0,298014.0,0,311.73012552301253,0.0
09/03/2017,Stage G,912,ROM_03,TRH404,512.0,986,5000.87," 5,144.66 ",3263.69,9.14,    ,9.52%,TRH404,789C,124114,317514.85,189700.0,313814.0,0,318.26977687626777,0.0
09/03/2017,Stage G,912,ROM_03,TRH404,484.0,1090,5031.25," 5,058.03 ",3263.69,9.14,    ,9.52%,TRH404,789C,124114,317514.85,184400.0,308514.0,0,283.04036697247705,0.0
09/03/2017,Stage G,912,ROM_03,TRH404,485.0,951,4832.61," 4,739.04 ",3263.69,9.14,    ,9.52%,TRH404,789C,124114,317514.85,172800.0,296914.0,0,312.2124079915878,0.0
09/03/2017,Stage G,912,ROM_03,TRH404,498.0,977,4807.2," 4,958.74 ",3263.69,9.14,    ,9.52%,TRH404,789C,124114,317514.85,180300.0,304414.0,0,311.58034800409416,0.0
09/03/2017,Stage G,912,ROM_03,TRH404,1011.0,1005,4978.11," 4,518.12 ",3263.69,9.14,    ,9.52%,TRH404,789C,124114,317514.85,182700.0,306814.0,0,305.2875621890547,0.0
09/03/2017,Stage G,912,ROM_03,TRH404,517.0,960,4861.6," 5,078.64 ",3263.69,9.14,    ,9.52%,TRH404,789C,124114,317514.85,168000.0,292114.0,0,304.28541666666666,0.0
09/03/2017,Stage G,912,ROM_03,TRH404,490.0,951,4791.35," 4,939.96 ",3263.69,9.14,    ,9.52%,TRH404,789C,124114,317514.85,187600.0,311714.0,0,327.77497371188224,0.0
09/03/2017,Stage G,912,ROM_03,TRH404,556.0,1025,4887.44," 4,912.34 ",3263.69,9.14,    ,9.52%,TRH404,789C,124114,317514.85,195600.0,319714.0,1,311.91609756097563,0.0
09/03/2017,Stage G,912,ROM_07,TRH404,547.0,1234,5393.48," 4,225.66 ",3263.69,9.14, 1056.00 ,8.33%,TRH404,789C,124114,317514.85,182300.0,306414.0,0,248.3095623987034,1056.0
09/03/2017,Stage G,912,ROM_07,TRH404,0.0,1357,5138.51, 11.95 ,3263.69,9.14, 1056.00 ,8.33%,TRH404,789C,124114,317514.85,181500.0,305614.0,0,225.21296978629329,1056.0
09/03/2017,Stage G,912,ROM_07,TRH404,644.0,1378,5280.23," 5,630.27 ",3263.69,9.14, 1056.00 ,8.33%,TRH404,789C,124114,317514.85,189500.0,313614.0,0,227.58635703918722,1056.0
09/03/2017,Stage G,912,ROM_07,TRH404,674.0,1237,5300.75," 5,494.60 ",3263.69,9.14, 1056.00 ,8.33%,TRH404,789C,124114,317514.85,196000.0,320114.0,1,258.78253839935326,1056.0
09/03/2017,Stage G,912,ROM_07,TRH404,623.0,1190,5308.72," 5,493.49 ",3263.69,9.14, 1056.00 ,8.33%,TRH404,789C,124114,317514.85,186300.0,310414.0,0,260.8521008403361,1056.0
09/03/2017,Stage G,912,ROM_07,TRH404,628.0,1227,5331.35," 5,500.17 ",3263.69,9.14, 1056.00 ,8.33%,TRH404,789C,124114,317514.85,195400.0,319514.0,1,260.40260798696005,1056.0
09/03/2017,Stage G,912,ROM_07,TRH404,638.0,1236,5299.85," 5,510.90 ",3263.69,9.14, 1056.00 ,8.33%,TRH404,789C,124114,317514.85,192100.0,316214.0,0,255.83656957928804,1056.0
09/03/2017,Stage G,912,ROM_07,TRH404,617.0,1256,5215.26," 5,501.03 ",3263.69,9.14, 1056.00 ,8.33%,TRH404,789C,124114,317514.85,188400.0,312514.0,0,248.81687898089172,1056.0
09/03/2017,Stage G,912,ROM_03,TRH404,649.0,1031,5307.93," 5,330.88 ",3263.69,9.14,    ,9.52%,TRH404,789C,124114,317514.85,178600.0,302714.0,0,293.61202715809895,0.0
09/03/2017,Stage G,912,ROM_03,TRH404,838.0,1009,4828.75," 8,841.69 ",3263.69,9.14,    ,9.52%,TRH404,789C,124114,317514.85,134000.0,258114.0,0,255.81169474727452,0.0
09/03/2017,Stage G,912,ROM_01,TRH404,511.0,1017,5200.58," 3,582.63 ",3263.69,9.14, 135.00 ,6.67%,TRH404,789C,124114,317514.85,191200.0,315314.0,0,310.0432645034415,135.0
09/03/2017,Stage G,903,LG_PRIME,TRH404,601.0,1078,4754.1," 5,125.08 ",3362.25,9.14, 754.00 ,7.69%,TRH404,789C,124114,317514.85,180200.0,304314.0,0,282.29499072356214,754.0
09/03/2017,Stage G,903,ROM_07,TRH404,575.0,1428,5563.77," 5,094.11 ",3362.25,9.14, 1056.00 ,8.33%,TRH404,789C,124114,317514.85,201200.0,325314.0,1,227.8109243697479,1056.0
09/03/2017,Stage G,903,ROM_07,TRH404,659.0,1283,5628.53," 4,663.32 ",3362.25,9.14, 1056.00 ,8.33%,TRH404,789C,124114,317514.85,202800.0,326914.0,1,254.80436477007015,1056.0
09/03/2017,Stage G,903,ROM_07,TRH404,643.0,1206,5523.26," 5,666.53 ",3362.25,9.14, 1056.00 ,8.33%,TRH404,789C,124114,317514.85,188300.0,312414.0,0,259.0497512437811,1056.0
10/03/2017,Stage G,903,ROM_07,TRH404,674.0,1274,5352.47," 4,413.95 ",3362.25,9.14, 1056.00 ,8.33%,TRH404,789C,124114,317514.85,186200.0,310314.0,0,243.574568288854,1056.0
10/03/2017,Stage G,903,ROM_07,TRH404,991.0,1341,5601.84," 8,084.51 ",3362.25,9.14, 1056.00 ,8.33%,TRH404,789C,124114,317514.85,202600.0,326714.0,1,243.634601043997,1056.0
10/03/2017,Stage G,903,ROM_07,TRH404,653.0,1266,5508.96," 5,799.72 ",3362.25,9.14, 1056.00 ,8.33%,TRH404,789C,124114,317514.85,181100.0,305214.0,0,241.08530805687204,1056.0
10/03/2017,Stage G,903,LG_PRIME,TRH404,666.0,1147,4720.59," 5,772.14 ",3362.25,9.14, 754.00 ,7.69%,TRH404,789C,124114,317514.85,190900.0,315014.0,0,274.64167393199654,754.0
10/03/2017,Stage G,903,LG_PRIME,TRH404,708.0,1130,4814.58," 5,433.14 ",3362.25,9.14, 754.00 ,7.69%,TRH404,789C,124114,317514.85,185700.0,309814.0,0,274.1716814159292,754.0
10/03/2017,Stage G,903,ROM_07,TRH404,593.0,1254,5504.25," 5,228.16 ",3362.25,9.14, 1056.00 ,8.33%,TRH404,789C,124114,317514.85,185900.0,310014.0,0,247.2200956937799,1056.0
10/03/2017,Stage G,903,LG_PRIME,TRH404,854.0,1102,4841.28," 6,168.35 ",3362.25,9.14, 754.00 ,7.69%,TRH404,789C,124114,317514.85,178700.0,302814.0,0,274.78584392014517,754.0
10/03/2017,Stage G,903,LG_PRIME,TRH404,585.0,1164,4802.15," 5,203.61 ",3362.25,9.14, 754.00 ,7.69%,TRH404,789C,124114,317514.85,192100.0,316214.0,0,271.6615120274914,754.0
10/03/2017,Stage G,912,SWD,TRH404,1261.0,1140,5898.93," 11,024.62 ",3263.69,9.14, 492.00 ,8.33%,TRH404,789C,124114,317514.85,167500.0,291614.0,0,255.8017543859649,492.0
10/03/2017,Stage G,912,SWD,TRH404,652.0,1138,5073.67," 5,558.33 ",3263.69,9.14, 492.00 ,8.33%,TRH404,789C,124114,317514.85,186200.0,310314.0,0,272.68365553602814,492.0
10/03/2017,Stage G,912,SWD,TRH404,709.0,1138,3790.86," 5,544.11 ",3263.69,9.14, 492.00 ,8.33%,TRH404,789C,124114,317514.85,179100.0,303214.0,0,266.4446397188049,492.0
10/03/2017,Stage G,912,LG_PRIME,TRH404,692.0,1104,4838.14," 5,534.21 ",3263.69,9.14, 754.00 ,7.69%,TRH404,789C,124114,317514.85,187900.0,312014.0,0,282.6213768115942,754.0
10/03/2017,Stage G,912,LG_PRIME,TRH404,82.0,1130,4656.35, -   ,3263.69,9.14, 754.00 ,7.69%,TRH404,789C,124114,317514.85,192600.0,316714.0,0,280.2778761061947,754.0
10/03/2017,Stage G,912,LG_PRIME,TRH404,577.0,1141,4615.39," 4,797.74 ",3263.69,9.14, 754.00 ,7.69%,TRH404,789C,124114,317514.85,193700.0,317814.0,1,278.5398773006135,754.0
10/03/2017,Stage G,912,LG_PRIME,TRH404,559.0,1102,4534.86," 4,717.38 ",3263.69,9.14, 754.00 ,7.69%,TRH404,789C,124114,317514.85,193600.0,317714.0,1,288.30671506352087,754.0
10/03/2017,Stage G,912,SWD,TRH404,797.0,1283,4967.95," 11,418.89 ",3263.69,9.14, 492.00 ,8.33%,TRH404,789C,124114,317514.85,180200.0,304314.0,0,237.18939984411534,492.0
10/03/2017,Stage G,912,SWD,TRH404,618.0,1192,4827.68," 5,453.46 ",3263.69,9.14, 492.00 ,8.33%,TRH404,789C,124114,317514.85,186000.0,310114.0,0,260.1627516778523,492.0
10/03/2017,Stage G,912,TAILS_04,TRH404,779.0,1110,6699.64," 5,841.12 ",3263.69,9.14, 96.00 ,8.33%,TRH404,789C,124114,317514.85,182800.0,306914.0,0,276.4990990990991,96.0
11/03/2017,Stage G,912,TAILS_04,TRH404,928.0,1154,6697.07," 5,287.36 ",3263.69,9.14, 96.00 ,8.33%,TRH404,789C,124114,317514.85,191500.0,315614.0,0,273.49566724436744,96.0
11/03/2017,Stage G,912,SWD,TRH404,1346.0,1073,5176.08," 6,992.63 ",3263.69,9.14, 492.00 ,8.33%,TRH404,789C,124114,317514.85,178600.0,302714.0,0,282.1192917054986,492.0
11/03/2017,Stage G,912,SWD,TRH404,607.0,1029,5134.81," 5,178.41 ",3263.69,9.14, 492.00 ,8.33%,TRH404,789C,124114,317514.85,185800.0,309914.0,0,301.17978620019437,492.0
11/03/2017,Stage G,912,SWD,TRH404,620.0,1059,5143.17," 5,275.16 ",3263.69,9.14, 492.00 ,8.33%,TRH404,789C,124114,317514.85,179500.0,303614.0,0,286.69877242681775,492.0
11/03/2017,Stage G,912,SWD,TRH404,601.0,1067,5157.83," 5,661.47 ",3263.69,9.14, 492.00 ,8.33%,TRH404,789C,124114,317514.85,179400.0,303514.0,0,284.4554826616682,492.0
11/03/2017,Stage G,903,ROM_07,TRH404,672.0,1314,5756.39," 5,893.11 ",3362.25,9.14, 1056.00 ,8.33%,TRH404,789C,124114,317514.85,194000.0,318114.0,1,242.0958904109589,1056.0
11/03/2017,Stage G,903,LG_PRIME,TRH404,861.0,1151,5127.31," 5,557.17 ",3362.25,9.14, 754.00 ,7.69%,TRH404,789C,124114,317514.85,184400.0,308514.0,0,268.0399652476108,754.0
11/03/2017,Stage G,903,LG_PRIME,TRH404,602.0,1149,5018.09," 5,060.35 ",3362.25,9.14, 754.00 ,7.69%,TRH404,789C,124114,317514.85,193000.0,317114.0,0,275.9912967798085,754.0
11/03/2017,Stage G,903,GET_SP,TRH404,614.0,1239,4719.2," 5,211.41 ",3362.25,9.14, 396.00 ,8.33%,TRH404,789C,124114,317514.85,195300.0,319414.0,1,257.7998385794996,396.0
11/03/2017,Stage G,903,ROM_07,TRH404,1278.0,1332,5399.49," 10,854.02 ",3362.25,9.14, 1056.00 ,8.33%,TRH404,789C,124114,317514.85,187400.0,311514.0,0,233.86936936936937,1056.0
11/03/2017,Stage G,903,MW_PRIME,TRH404,827.0,1193,4898.37," 5,738.66 ",3362.25,9.14, 336.00 ,8.33%,TRH404,789C,124114,317514.85,183000.0,307114.0,0,257.4300083822297,336.0
11/03/2017,Stage G,903,ROM_07,TRH404,556.0,1489,6019.15," 5,147.16 ",3362.25,9.14, 1056.00 ,8.33%,TRH404,789C,124114,317514.85,191500.0,315614.0,0,211.9637340496978,1056.0
11/03/2017,Stage G,903,MW_PRIME,TRH404,774.0,1235,4422.04," 5,972.13 ",3362.25,9.14, 336.00 ,8.33%,TRH404,789C,124114,317514.85,184300.0,308414.0,0,249.72793522267207,336.0
11/03/2017,Stage G,903,MW_PRIME,TRH404,1082.0,1260,5027.78," 7,520.11 ",3362.25,9.14, 336.00 ,8.33%,TRH404,789C,124114,317514.85,196200.0,320314.0,1,254.2174603174603,336.0
11/03/2017,Stage G,903,MW_PRIME,TRH404,674.0,1118,4601.18," 4,333.41 ",3362.25,9.14, 336.00 ,8.33%,TRH404,789C,124114,317514.85,196000.0,320114.0,1,286.3273703041145,336.0
11/03/2017,Stage G,903,MW_PRIME,TRH404,478.0,1084,4888.02," 4,443.86 ",3362.25,9.14, 336.00 ,8.33%,TRH404,789C,124114,317514.85,186500.0,310614.0,0,286.54428044280445,336.0
11/03/2017,Stage G,903,ROM_01,TRH404,1322.0,1075,5153.16," 5,078.73 ",3362.25,9.14, 135.00 ,6.67%,TRH404,789C,124114,317514.85,191300.0,315414.0,0,293.4083720930233,135.0
11/03/2017,Stage G,903,ROM_01,TRH404,695.0,2632,43.51," 3,870.03 ",3362.25,9.14, 135.00 ,6.67%,TRH404,789C,124114,317514.85,195000.0,319114.0,1,121.24392097264437,135.0
11/03/2017,Stage G,903,ROM_01,TRH404,422.0,1181,5562.82," 3,478.23 ",3362.25,9.14, 135.00 ,6.67%,TRH404,789C,124114,317514.85,183000.0,307114.0,0,260.04572396274347,135.0
11/03/2017,Stage G,911,ROM_01,TRH404,643.0,1142,4565.07," 5,487.34 ",3275.05,9.14, 135.00 ,6.67%,TRH404,789C,124114,317514.85,172700.0,296814.0,0,259.90718038528894,135.0
11/03/2017,Stage G,911,ROM_07,TRH404,790.0,1354,5492.66," 5,481.46 ",3275.05,9.14, 1056.00 ,8.33%,TRH404,789C,124114,317514.85,184500.0,308614.0,0,227.92762186115215,1056.0
11/03/2017,Stage G,911,ROM_07,TRH404,669.0,1194,5125.87," 5,885.36 ",3275.05,9.14, 1056.00 ,8.33%,TRH404,789C,124114,317514.85,176500.0,300614.0,0,251.77051926298157,1056.0
11/03/2017,Stage G,911,ROM_07,TRH404,711.0,1264,5466.3," 5,232.00 ",3275.05,9.14, 1056.00 ,8.33%,TRH404,789C,124114,317514.85,189800.0,313914.0,0,248.3496835443038,1056.0
12/03/2017,Stage G,911,ROM_07,TRH404,0.0,1261,5237.3, 5.14 ,3275.05,9.14, 1056.00 ,8.33%,TRH404,789C,124114,317514.85,190200.0,314314.0,0,249.2577319587629,1056.0
12/03/2017,Stage G,911,ROM_07,TRH404,773.0,1221,5467.11," 5,644.99 ",3275.05,9.14, 1056.00 ,8.33%,TRH404,789C,124114,317514.85,176900.0,301014.0,0,246.53071253071252,1056.0
12/03/2017,Stage G,911,ROM_07,TRH404,662.0,1364,5478.39," 5,535.00 ",3275.05,9.14, 1056.00 ,8.33%,TRH404,789C,124114,317514.85,182700.0,306814.0,0,224.93695014662757,1056.0
12/03/2017,Stage G,911,ROM_03,TRH404,774.0,1191,5121.9," 5,706.01 ",3275.05,9.14,    ,9.52%,TRH404,789C,124114,317514.85,186600.0,310714.0,0,260.8849706129303,0.0
12/03/2017,Stage G,911,ROM_03,TRH404,553.0,1179,5050.43," 5,249.36 ",3275.05,9.14,    ,9.52%,TRH404,789C,124114,317514.85,186000.0,310114.0,0,263.0313825275657,0.0
12/03/2017,Stage G,911,ROM_03,TRH404,718.0,1432,5135.89," 5,479.09 ",3275.05,9.14,    ,9.52%,TRH404,789C,124114,317514.85,196300.0,320414.0,1,223.75279329608938,0.0
12/03/2017,Stage G,911,ROM_07,TRH404,1185.0,1413,5442.99," 5,627.98 ",3275.05,9.14, 1056.00 ,8.33%,TRH404,789C,124114,317514.85,182400.0,306514.0,0,216.9242745930644,1056.0
12/03/2017,Stage G,911,ROM_07,TRH404,735.0,1461,5484.63," 5,650.16 ",3275.05,9.14, 1056.00 ,8.33%,TRH404,789C,124114,317514.85,198900.0,323014.0,1,221.09103353867215,1056.0
12/03/2017,Stage G,911,ROM_03,TRH404,664.0,1137,5041.94," 5,648.14 ",3275.05,9.14,    ,9.52%,TRH404,789C,124114,317514.85,184700.0,308814.0,0,271.6042216358839,0.0
12/03/2017,Stage G,911,ROM_03,TRH404,513.0,1192,5019.93," 5,192.19 ",3275.05,9.14,    ,9.52%,TRH404,789C,124114,317514.85,193200.0,317314.0,0,266.2030201342282,0.0
12/03/2017,Stage G,911,ROM_03,TRH404,889.0,1040,5149.36," 6,723.39 ",3275.05,9.14,    ,9.52%,TRH404,789C,124114,317514.85,191500.0,315614.0,0,303.475,0.0
12/03/2017,Stage G,911,ROM_07,TRH404,535.0,1231,5416.93," 5,287.40 ",3275.05,9.14, 1056.00 ,8.33%,TRH404,789C,124114,317514.85,184000.0,308114.0,0,250.2956945572705,1056.0
12/03/2017,Stage G,911,ROM_03,TRH404,649.0,1034,4926.99," 5,540.85 ",3275.05,9.14,    ,9.52%,TRH404,789C,124114,317514.85,186200.0,310314.0,0,300.11025145067697,0.0
