Travelling empty duration,Full slope length,Empty slope length,Inpit Ramp length,Inpit Ramp Grade,Dump Ramp length,Dump Ramp Grade,Empty Weight (kg),Max Gross OperatingWeight,Total_weight,Overweight,predicted,pred
578.0,04778.790,04799.910,03319.140,9.14,0105.000,9.52,124114,317514.85,191400.0,0,158.40970633464326,158.40970633464326
820.0,04750.590,06368.550,03319.140,9.14,0720.000,6.67,124114,317514.85,193900.0,0,455.17978903237235,455.17978903237235
848.0,04577.430,06227.330,03319.140,9.14,0000,6.67,114114,317514.85,185800.0,0,154.2522970455383,154.2522970455383
1392.0,05779.160,06015.350,03451.950,9.16,0000,0.00,114114,317514.85,201200.0,0,266.5285902554274,266.5285902554274
713.0,04446.940,05273.830,03263.690,9.14,0336.000,8.33,114114,317514.85,186900.0,0,411.3743737980936,411.3743737980936
1020.0,03706.650,04089.390,0157.890,9.47,060.000,8.33,124114,317514.85,192700.0,0,475.7997535194677,475.7997535194677
535.0,05963.730,05569.360,03362.250,9.14,01176.000,8.33,124114,317514.85,189500.0,0,521.4085219624712,521.4085219624712
400.0,02579.690,02381.270,0127.330,9.41,0552.000,8.33,124114,317514.85,184500.0,0,151.68786784811002,151.68786784811002
582.0,04131.360,04267.560,03097.540,9.34,0336.000,8.33,124114,317514.85,207000.0,0,161.92117178055787,161.92117178055787
558.0,04243.130,04558.550,03263.690,9.14,0396.000,8.33,114114,317514.85,190600.0,0,337.6964002169542,337.6964002169542
545.0,04486.080,04556.630,03149.950,9.34,0000,0.00,124114,317514.85,183300.0,0,312.9602306524097,312.9602306524097
742.0,06197.010,06401.620,03097.540,9.34,024.000,8.33,124114,317514.85,184600.0,0,145.8908763926742,145.8908763926742
647.0,05526.700,05678.160,03642.720,9.18,0000,0.00,114114,317514.85,200900.0,0,155.14369828015188,155.14369828015188
551.0,05717.260,05908.730,03411.750,9.15,0312.000,8.33,114114,317514.85,201800.0,0,170.57067392156057,170.57067392156057
451.0,03498.780,03505.940,0157.890,9.47,036.000,8.33,124114,317514.85,194100.0,0,147.410231479297,147.410231479297
744.0,05298.850,05852.410,03362.250,9.14,0135.000,6.67,124114,317514.85,188100.0,0,168.4398121379127,168.4398121379127
778.0,05833.010,05878.050,03372.120,9.14,0696.000,8.33,114114,317514.85,186100.0,0,160.12028712226126,160.12028712226126
698.0,05009.230,04208.880,03362.250,9.14,0135.000,6.67,114114,317514.85,187300.0,0,160.12342568197317,160.12342568197317
635.0,05045.370,05284.760,03362.250,9.14,01056.000,8.33,124114,317514.85,192000.0,0,158.7820280284259,158.7820280284259
2861.0,06119.130,05151.940,03097.540,9.34,0996.000,8.33,124114,317514.85,194200.0,0,295.53413001735527,295.53413001735527
842.0,05438.550,05415.900,03362.250,9.14,0000,0.00,124114,317514.85,192100.0,0,143.96528698207842,143.96528698207842
565.0,05960.420,04986.570,03319.140,9.14,01056.000,8.33,124114,317514.85,182800.0,0,401.8843066858801,401.8843066858801
723.0,07227.730,05290.750,03552.630,9.16,0552.000,8.33,114114,317514.85,186400.0,0,157.02929952637044,157.02929952637044
534.0,05329.960,05405.090,03362.250,9.14,0135.000,6.67,124114,317514.85,191800.0,0,167.3005644735132,167.3005644735132
675.0,05111.750,05736.100,03319.140,9.14,0135.000,6.67,124114,317514.85,193700.0,0,169.2782589602773,169.2782589602773
1087.0,07646.840,08214.780,03503.830,9.17,060.000,8.33,124114,317514.85,188200.0,0,145.92629296663964,145.92629296663964
1051.0,05401.530,06280.180,03263.690,9.14,0000,6.67,114114,317514.85,185800.0,0,332.20212612976394,332.20212612976394
755.0,05867.670,05499.200,03562.640,9.16,0825.000,6.67,124114,317514.85,183200.0,0,153.64980974244136,153.64980974244136
714.0,06307.420,05789.430,03503.830,9.17,0816.000,8.33,114114,317514.85,187300.0,0,428.6968879414779,428.6968879414779
798.0,05264.690,06791.050,03149.950,9.34,0000,0.00,124114,317514.85,184600.0,0,161.37814769842964,161.37814769842964
697.0,05423.410,06003.800,03552.630,9.16,0000,0.00,124114,317514.85,170800.0,0,531.7117464182517,531.7117464182517
616.0,04527.470,05304.480,03263.690,9.14,0754.000,7.69,124114,317514.85,193200.0,0,406.356287370849,406.356287370849
661.0,05234.650,05732.600,03562.640,9.16,0000,0.00,124114,317514.85,185800.0,0,369.4784687277052,369.4784687277052
440.0,03497.910,01861.610,0157.890,9.47,036.000,8.33,114114,317514.85,181700.0,0,160.1922624655143,160.1922624655143
982.0,06058.080,05848.710,03372.120,9.14,01176.000,8.33,124114,317514.85,182800.0,0,155.67606612711947,155.67606612711947
536.0,04510.380,04511.050,03362.250,9.14,0754.000,7.69,124114,317514.85,212200.0,0,137.56770356466555,137.56770356466555
569.0,05240.140,06245.750,03503.830,9.17,0456.000,8.33,124114,317514.85,186000.0,0,154.64235759357376,154.64235759357376
659.0,05045.260,05332.310,03411.750,9.15,0754.000,7.69,124114,317514.85,182900.0,0,432.0558942842392,432.0558942842392
500.0,04148.230,04585.250,03263.690,9.14,0336.000,8.33,114114,317514.85,190800.0,0,147.77152717655838,147.77152717655838
1538.0,07730.480,07487.140,03503.830,9.17,060.000,8.33,114114,317514.85,188700.0,0,180.31977061162831,180.31977061162831
683.0,04336.650,04987.470,03263.690,9.14,0000,0.00,124114,317514.85,178000.0,0,173.2643109531602,173.2643109531602
610.0,04892.380,04754.780,03319.140,9.14,0105.000,9.52,124114,317514.85,186100.0,0,170.12130769032723,170.12130769032723
710.0,04886.980,04689.650,03642.720,9.18,0819.000,7.69,124114,317514.85,185000.0,0,157.79590841428524,157.79590841428524
564.0,05039.320,04457.930,03108.020,9.34,0996.000,8.33,124114,317514.85,185400.0,0,159.0745444717275,159.0745444717275
212.0,05867.670,0000,03362.250,9.14,0000,0.00,124114,317514.85,183100.0,0,396.89986958326335,396.89986958326335
623.0,05600.830,05555.230,03451.950,9.16,0696.000,8.33,114114,317514.85,185200.0,0,465.56604992244473,465.56604992244473
705.0,05479.830,05759.980,03275.050,9.14,01056.000,8.33,114114,317514.85,184500.0,0,160.94894185012123,160.94894185012123
0.0,04685.090,017.110,03275.050,9.14,0996.000,8.33,114114,317514.85,181800.0,0,383.9670290581433,383.9670290581433
639.0,06200.480,05052.470,03451.950,9.16,0336.000,8.33,114114,317514.85,194800.0,0,490.41682885190306,490.41682885190306
567.0,05001.510,05200.670,03319.140,9.14,0000,0.00,124114,317514.85,188500.0,0,507.6022581554384,507.6022581554384
674.0,04771.960,05005.610,03362.250,9.14,0336.000,8.33,114114,317514.85,184000.0,0,558.9019113001352,558.9019113001352
559.0,05914.210,05339.470,03372.120,9.14,01056.000,8.33,124114,317514.85,182900.0,0,467.2023958709703,467.2023958709703
377.0,04088.760,02615.100,0188.460,9.54,0552.000,8.33,114114,317514.85,196200.0,0,166.6507126547001,166.6507126547001
455.0,04954.610,04233.810,03263.690,9.14,0135.000,6.67,124114,317514.85,181400.0,0,518.6076885143342,518.6076885143342
548.0,03969.460,04444.660,03362.250,9.14,0336.000,8.33,114114,317514.85,203300.0,0,309.20117272527295,309.20117272527295
628.0,05332.990,05504.620,03503.830,9.17,0819.000,7.69,124114,317514.85,184100.0,0,150.64294868858903,150.64294868858903
734.0,05464.890,05254.910,03362.250,9.14,0000,0.00,124114,317514.85,195000.0,0,346.41876243055464,346.41876243055464
590.0,04321.810,04562.700,03149.950,9.34,0000,0.00,114114,317514.85,193900.0,0,491.35506785470056,491.35506785470056
855.0,07501.520,06747.020,03503.830,9.17,0552.000,8.33,124114,317514.85,197100.0,0,265.96370035841335,265.96370035841335
555.0,05999.980,05886.700,03411.750,9.15,0000,0.00,124114,317514.85,180200.0,0,160.38257166223715,160.38257166223715
496.0,04287.010,04539.490,03149.950,9.34,0754.000,7.69,114114,317514.85,180400.0,0,133.8226361302349,133.8226361302349
568.0,04909.310,05109.370,03263.690,9.14,0336.000,8.33,124114,317514.85,188500.0,0,166.08648589828874,166.08648589828874
996.0,04908.080,04616.770,03149.950,9.34,0135.000,6.67,124114,317514.85,188300.0,0,155.9902792837431,155.9902792837431
600.0,05391.240,05375.120,03319.140,9.14,0000,0.00,124114,317514.85,189700.0,0,143.73666416530392,143.73666416530392
319.0,03115.960,02823.900,0127.330,9.41,0552.000,8.33,114114,317514.85,183800.0,0,149.85585083193175,149.85585083193175
471.0,03585.160,03481.810,0127.330,9.41,060.000,8.33,124114,317514.85,176600.0,0,386.4626940119564,386.4626940119564
625.0,06069.020,05585.410,03362.250,9.14,0312.000,8.33,114114,317514.85,181900.0,0,166.33953509757004,166.33953509757004
601.0,05387.320,05496.150,03372.120,9.14,0000,9.52,124114,317514.85,184700.0,0,157.9163284091726,157.9163284091726
914.0,05230.620,05729.570,03562.640,9.16,0780.000,7.69,124114,317514.85,179500.0,0,743.5820408370023,743.5820408370023
580.0,05339.130,05199.220,03451.950,9.16,0780.000,7.69,124114,317514.85,193700.0,0,159.57945618724563,159.57945618724563
575.0,05853.550,05519.820,03362.250,9.14,01056.000,8.33,124114,317514.85,179800.0,0,178.0510409219258,178.0510409219258
872.0,04479.200,04626.300,03263.690,9.14,0000,0.00,124114,317514.85,178700.0,0,145.01058307912774,145.01058307912774
699.0,07407.280,05326.670,03462.330,9.16,0552.000,8.33,124114,317514.85,186200.0,0,149.0494413821486,149.0494413821486
600.0,06173.160,06039.420,03462.330,9.16,0000,0.00,114114,317514.85,186900.0,0,150.86517614887666,150.86517614887666
601.0,04699.030,06076.530,03362.250,9.14,0336.000,8.33,114114,317514.85,186300.0,0,166.90149512913555,166.90149512913555
323.0,01910.650,01799.520,096.740,9.03,0552.000,8.33,124114,317514.85,182500.0,0,345.6251578466644,345.6251578466644
501.0,04629.630,04694.150,03263.690,9.14,0135.000,6.67,124114,317514.85,186000.0,0,421.51046077298497,421.51046077298497
401.0,03488.960,03088.210,0127.330,9.41,036.000,8.33,124114,317514.85,188600.0,0,309.54455914264895,309.54455914264895
952.0,04287.990,05479.550,03108.020,9.34,0336.000,8.33,114114,317514.85,186900.0,0,147.27694319445328,147.27694319445328
595.0,06036.390,05840.610,03372.120,9.14,0000,0.00,114114,317514.85,177200.0,0,176.8396144660828,176.8396144660828
1395.0,05601.690,05889.300,03362.250,9.14,0000,0.00,124114,317514.85,193900.0,0,294.32666668649955,294.32666668649955
588.0,05769.810,05632.850,03372.120,9.14,052.500,9.52,124114,317514.85,196600.0,0,404.3877463751316,404.3877463751316
629.0,04564.880,05600.270,03108.020,9.34,0000,0.00,114114,317514.85,191000.0,0,455.7365416010152,455.7365416010152
0.0,04594.460,04580.870,03362.250,9.14,0000,9.52,124114,317514.85,194600.0,0,493.0060373858158,493.0060373858158
511.0,03902.210,04656.880,03263.690,9.14,0336.000,8.33,124114,317514.85,173400.0,0,163.96627148081055,163.96627148081055
549.0,04709.210,04639.530,03319.140,9.14,0000,6.67,124114,317514.85,189800.0,0,494.49351045649587,494.49351045649587
591.0,05639.230,05648.680,03275.050,9.14,01056.000,8.33,124114,317514.85,185900.0,0,166.60918641521093,166.60918641521093
617.0,05790.170,06364.870,03263.690,9.14,0492.000,8.33,124114,317514.85,177900.0,0,397.6712582370976,397.6712582370976
545.0,04358.720,04384.240,03263.690,9.14,0000,0.00,124114,317514.85,190200.0,0,142.80731034077638,142.80731034077638
242.0,04518.250,092.710,03319.140,9.14,0000,0.00,114114,317514.85,204700.0,0,173.15746118408492,173.15746118408492
1118.0,05594.800,08407.300,03503.830,9.17,0816.000,8.33,114114,317514.85,186000.0,0,288.44572461015645,288.44572461015645
560.0,05735.170,05050.320,03362.250,9.14,0000,9.52,124114,317514.85,194800.0,0,174.89259810768345,174.89259810768345
698.0,04592.390,05469.470,03275.050,9.14,0754.000,7.69,114114,317514.85,182400.0,0,151.12517845457117,151.12517845457117
624.0,015744.340,04592.320,03097.540,9.34,024.000,8.33,124114,317514.85,178500.0,0,410.46569300583644,410.46569300583644
545.0,06170.340,05161.950,03319.140,9.14,01056.000,8.33,114114,317514.85,171400.0,0,404.8124473954119,404.8124473954119
533.0,05055.740,05244.480,03275.050,9.14,0000,9.52,124114,317514.85,192100.0,0,179.8164105695732,179.8164105695732
615.0,05962.360,06006.760,03372.120,9.14,01176.000,8.33,114114,317514.85,186800.0,0,176.7310210538468,176.7310210538468
560.0,04327.380,05338.720,03149.950,9.34,0000,0.00,124114,317514.85,192600.0,0,392.52798644151744,392.52798644151744
742.0,05760.240,08063.480,03552.630,9.16,0912.000,8.33,124114,317514.85,185400.0,0,150.65983150545924,150.65983150545924
568.0,05589.700,04391.300,03275.050,9.14,0996.000,8.33,114114,317514.85,176600.0,0,340.3740627050587,340.3740627050587
538.0,05998.740,05842.690,03411.750,9.15,0000,0.00,124114,317514.85,197000.0,0,422.41436309246586,422.41436309246586
657.0,06879.600,06786.210,03552.630,9.16,0000,0.00,114114,317514.85,192200.0,0,163.20093624875264,163.20093624875264
680.0,04603.560,05257.150,03362.250,9.14,0000,9.52,124114,317514.85,193400.0,0,429.0117452093359,429.0117452093359
585.0,05545.070,05195.830,03362.250,9.14,0000,0.00,114114,317514.85,193300.0,0,329.2827504436108,329.2827504436108
542.0,03197.490,03395.820,0157.890,9.47,0552.000,8.33,114114,317514.85,192800.0,0,163.80530048420886,163.80530048420886
654.0,04595.640,05308.120,03275.050,9.14,0000,0.00,124114,317514.85,186400.0,0,153.9598397930647,153.9598397930647
624.0,05902.740,05939.170,03462.330,9.16,0000,0.00,114114,317514.85,177400.0,0,133.43361556495267,133.43361556495267
571.0,05110.610,05413.490,03362.250,9.14,0135.000,6.67,114114,317514.85,183000.0,0,325.6623068221998,325.6623068221998
1325.0,04314.400,07215.390,03263.690,9.14,0000,0.00,124114,317514.85,171600.0,0,356.2709271003194,356.2709271003194
711.0,0424.760,05039.360,03602.680,9.17,0135.000,6.67,114114,317514.85,200000.0,0,160.65585031048317,160.65585031048317
690.0,05951.130,07371.490,03552.630,9.16,0754.000,7.69,124114,317514.85,190000.0,0,157.45917271296358,157.45917271296358
296.0,02224.240,02060.790,035.570,8.26,0552.000,8.33,124114,317514.85,187500.0,0,427.88130834978574,427.88130834978574
540.0,04168.390,04526.410,03149.950,9.34,0135.000,6.67,124114,317514.85,182500.0,0,480.0719151331822,480.0719151331822
590.0,06169.120,06000.300,03411.750,9.15,0000,0.00,124114,317514.85,197800.0,0,158.40875898254018,158.40875898254018
632.0,04959.830,05456.590,03451.950,9.16,0780.000,7.69,114114,317514.85,199700.0,0,176.94775490704524,176.94775490704524
508.0,04041.840,04485.220,03362.250,9.14,0336.000,8.33,124114,317514.85,179200.0,0,162.1902550250632,162.1902550250632
1412.0,05044.570,06431.160,03263.690,9.14,0000,9.52,114114,317514.85,184200.0,0,171.85684439185997,171.85684439185997
417.0,01911.580,01969.550,035.570,8.26,0552.000,8.33,124114,317514.85,139900.0,0,177.13093368655834,177.13093368655834
649.0,05077.750,03424.830,03451.950,9.16,0754.000,7.69,114114,317514.85,177900.0,0,354.69641177612715,354.69641177612715
574.0,03047.830,05644.270,03362.250,9.14,0000,0.00,124114,317514.85,187800.0,0,386.35443685918574,386.35443685918574
843.0,04666.670,05046.970,03263.690,9.14,0000,0.00,114114,317514.85,190100.0,0,142.2577900085823,142.2577900085823
0.0,06335.240,0000,03602.680,9.17,0000,0.00,124114,317514.85,189500.0,0,170.73894981614444,170.73894981614444
1491.0,02143.970,01901.600,096.740,9.03,0552.000,8.33,124114,317514.85,195200.0,0,154.9373464301702,154.9373464301702
687.0,05393.590,05742.700,03319.140,9.14,0000,0.00,124114,317514.85,180200.0,0,166.45072188965412,166.45072188965412
549.0,05451.480,03965.860,03462.330,9.16,0816.000,8.33,114114,317514.85,184400.0,0,456.52363417581296,456.52363417581296
725.0,05487.460,04771.200,03602.680,9.17,0900.000,6.67,124114,317514.85,180000.0,0,157.03953242710125,157.03953242710125
477.0,04225.280,03655.700,0127.330,9.41,0552.000,8.33,124114,317514.85,172200.0,0,152.53900037070665,152.53900037070665
491.0,02333.280,02223.310,096.740,9.03,0552.000,8.33,124114,317514.85,180000.0,0,171.38428839926306,171.38428839926306
721.0,05499.970,05675.780,03562.640,9.16,0000,0.00,124114,317514.85,182100.0,0,163.39170089617602,163.39170089617602
1075.0,04445.870,04737.300,03362.250,9.14,0000,6.67,124114,317514.85,183400.0,0,150.3508385179147,150.3508385179147
1574.0,06515.910,08626.930,03503.830,9.17,0000,0.00,124114,317514.85,187200.0,0,479.1696094864635,479.1696094864635
928.0,05594.290,05690.640,03263.690,9.14,01056.000,8.33,114114,317514.85,184600.0,0,169.97511180304824,169.97511180304824
1279.0,04941.020,04762.350,03602.680,9.17,0135.000,6.67,124114,317514.85,178500.0,0,388.3198733087645,388.3198733087645
774.0,05015.930,04454.830,03097.540,9.34,01056.000,8.33,124114,317514.85,193300.0,0,156.99653662824466,156.99653662824466
858.0,05302.780,05254.430,03602.680,9.17,0135.000,6.67,114114,317514.85,182500.0,0,458.5927428027314,458.5927428027314
938.0,06238.070,06661.570,03372.120,9.14,0000,0.00,114114,317514.85,178600.0,0,162.29513087783252,162.29513087783252
501.0,04320.240,04603.170,03263.690,9.14,0754.000,7.69,124114,317514.85,192200.0,0,154.4296638219976,154.4296638219976
82.0,04656.350,0000,03263.690,9.14,0754.000,7.69,124114,317514.85,192600.0,0,149.44406233625213,149.44406233625213
464.0,0275.910,05661.860,0127.330,9.41,060.000,8.33,114114,317514.85,204100.0,0,459.912102464453,459.912102464453
1032.0,05614.870,06447.810,03362.250,9.14,01056.000,8.33,114114,317514.85,179000.0,0,780.8573208943145,780.8573208943145
631.0,05303.310,05321.910,03642.720,9.18,0135.000,6.67,124114,317514.85,199400.0,0,448.50734362153247,448.50734362153247
553.0,04183.000,03392.910,066.160,8.64,0552.000,8.33,124114,317514.85,198800.0,0,158.81899443867653,158.81899443867653
0.0,04578.320,027.800,03362.250,9.14,0000,6.67,124114,317514.85,192700.0,0,170.77288787677637,170.77288787677637
597.0,04399.690,04801.010,03319.140,9.14,0754.000,7.69,124114,317514.85,187300.0,0,168.4125504046562,168.4125504046562
770.0,04668.120,08812.740,03263.690,9.14,0000,6.67,124114,317514.85,180000.0,0,140.52636770099133,140.52636770099133
467.0,04863.540,04376.190,0219.020,9.60,096.000,8.33,124114,317514.85,169800.0,0,414.73112874464476,414.73112874464476
551.0,04232.360,04581.690,03263.690,9.14,0754.000,7.69,124114,317514.85,175800.0,0,156.4307466246562,156.4307466246562
503.0,05444.930,04693.380,03451.950,9.16,0000,6.67,114114,317514.85,180400.0,0,430.14756508938336,430.14756508938336
1264.0,02945.410,03020.320,066.160,8.64,0552.000,8.33,124114,317514.85,188400.0,0,332.3113107353019,332.3113107353019
580.0,04857.670,05283.260,03362.250,9.14,0754.000,7.69,124114,317514.85,180400.0,0,175.6196298104677,175.6196298104677
1612.0,06367.530,06441.250,03552.630,9.16,0876.000,8.33,114114,317514.85,181400.0,0,174.03926631791828,174.03926631791828
443.0,04572.840,03983.540,0250.980,9.58,0000,10.00,124114,317514.85,177600.0,0,135.4682725469482,135.4682725469482
673.0,05044.470,05210.990,03411.750,9.15,0754.000,7.69,114114,317514.85,198300.0,0,487.9064997278942,487.9064997278942
702.0,05224.680,04959.010,03642.720,9.18,0000,6.67,114114,317514.85,202700.0,0,149.75691964477147,149.75691964477147
882.0,05744.610,05621.910,03362.250,9.14,0135.000,6.67,114114,317514.85,188500.0,0,147.24931039797104,147.24931039797104
2015.0,05202.160,07709.400,03263.690,9.14,0000,9.52,124114,317514.85,191300.0,0,163.59097142607573,163.59097142607573
424.0,03451.070,03007.570,0127.330,9.41,0552.000,8.33,114114,317514.85,217600.0,0,136.03869680963618,136.03869680963618
490.0,02978.920,02846.630,066.160,8.64,0552.000,8.33,124114,317514.85,151300.0,0,327.2956853926546,327.2956853926546
483.0,04206.050,04334.060,03263.690,9.14,0336.000,8.33,124114,317514.85,181200.0,0,146.61664324369994,146.61664324369994
712.0,04930.730,03750.540,03097.540,9.34,01056.000,8.33,124114,317514.85,188700.0,0,151.91254692878113,151.91254692878113
670.0,05214.820,06006.360,03562.640,9.16,0754.000,7.69,114114,317514.85,180900.0,0,163.94186129185695,163.94186129185695
248.0,03424.300,03541.350,0127.330,9.41,060.000,8.33,124114,317514.85,196200.0,0,162.85792329022905,162.85792329022905
620.0,05573.450,04782.870,03562.640,9.16,0456.000,8.33,124114,317514.85,186900.0,0,165.38128348795672,165.38128348795672
620.0,06736.780,06953.760,03108.020,9.34,060.000,8.33,114114,317514.85,181600.0,0,172.72042789569102,172.72042789569102
834.0,06317.770,06045.370,03552.630,9.16,0000,0.00,114114,317514.85,186100.0,0,133.7878759866606,133.7878759866606
565.0,05593.520,03660.910,03319.140,9.14,0996.000,8.33,114114,317514.85,181300.0,0,171.48387197990644,171.48387197990644
1038.0,04895.740,04008.260,03263.690,9.14,0000,0.00,124114,317514.85,188200.0,0,265.16390044719174,265.16390044719174
601.0,07784.610,05904.920,03602.680,9.17,060.000,8.33,124114,317514.85,195600.0,0,256.6257190219718,256.6257190219718
761.0,04959.640,05678.730,03275.050,9.14,0000,0.00,114114,317514.85,188500.0,0,137.74532069538228,137.74532069538228
593.0,05558.040,04972.120,03451.950,9.16,0754.000,7.69,114114,317514.85,188100.0,0,153.99714034981173,153.99714034981173
614.0,05331.690,05293.170,03451.950,9.16,0876.000,8.33,124114,317514.85,179400.0,0,160.8132275509403,160.8132275509403
597.0,04801.010,04404.780,03319.140,9.14,0996.000,8.33,114114,317514.85,184600.0,0,160.62538142274508,160.62538142274508
570.0,05990.930,05613.730,03275.050,9.14,01056.000,8.33,124114,317514.85,187200.0,0,155.15764967772674,155.15764967772674
629.0,04424.760,05709.670,03451.950,9.16,0336.000,8.33,114114,317514.85,181600.0,0,170.3681592954526,170.3681592954526
611.0,05088.210,05036.570,03263.690,9.14,0754.000,7.69,124114,317514.85,186200.0,0,153.04355700195205,153.04355700195205
600.0,05123.110,04734.430,03642.720,9.18,0912.000,8.33,114114,317514.85,175900.0,0,152.99421500233476,152.99421500233476
617.0,05324.810,05339.470,03275.050,9.14,0135.000,6.67,124114,317514.85,183000.0,0,166.7209300784764,166.7209300784764
1068.0,04691.110,09289.170,03275.050,9.14,0000,9.52,124114,317514.85,180400.0,0,176.00303610714366,176.00303610714366
687.0,05701.830,04714.750,03275.050,9.14,01056.000,8.33,114114,317514.85,180700.0,0,149.01884150642078,149.01884150642078
607.0,05344.860,04168.510,03411.750,9.15,0000,6.67,114114,317514.85,183800.0,0,141.8484186124911,141.8484186124911
1330.0,05351.780,06837.970,03372.120,9.14,0000,0.00,114114,317514.85,185800.0,0,142.3945799992126,142.3945799992126
575.0,05461.200,05279.040,03362.250,9.14,0000,0.00,124114,317514.85,201800.0,0,156.5243393583308,156.5243393583308
825.0,06107.690,06120.570,03362.250,9.14,01056.000,8.33,124114,317514.85,183400.0,0,156.83068819347795,156.83068819347795
786.0,05224.430,04222.290,03642.720,9.18,0135.000,6.67,114114,317514.85,186700.0,0,344.7905777373256,344.7905777373256
824.0,06123.800,07333.350,03451.950,9.16,0720.000,6.67,114114,317514.85,190000.0,0,156.51820343468688,156.51820343468688
503.0,04536.120,04815.890,03263.690,9.14,0135.000,6.67,124114,317514.85,190900.0,0,391.171650318651,391.171650318651
680.0,04551.860,04492.180,03362.250,9.14,0000,6.67,124114,317514.85,181300.0,0,159.40646923025648,159.40646923025648
492.0,05185.810,04504.960,03263.690,9.14,0135.000,6.67,124114,317514.85,185800.0,0,158.80689071824133,158.80689071824133
846.0,05748.450,06630.890,03362.250,9.14,0135.000,6.67,124114,317514.85,186300.0,0,155.76404406109194,155.76404406109194
691.0,04929.670,05543.130,03642.720,9.18,0456.000,8.33,124114,317514.85,187500.0,0,160.20335724784732,160.20335724784732
514.0,04654.610,04420.100,03319.140,9.14,0000,0.00,124114,317514.85,191600.0,0,165.81469653194839,165.81469653194839
691.0,05093.360,04620.480,03097.540,9.34,0000,0.00,114114,317514.85,184300.0,0,142.37404759585428,142.37404759585428
561.0,05253.020,05443.960,03319.140,9.14,0000,0.00,114114,317514.85,187900.0,0,148.69676492161688,148.69676492161688
0.0,04697.280,05261.070,03362.250,9.14,0000,6.67,114114,317514.85,179200.0,0,151.16335459544376,151.16335459544376
590.0,04766.300,05013.410,03319.140,9.14,0105.000,9.52,124114,317514.85,185000.0,0,169.33534333308245,169.33534333308245
551.0,04439.510,04856.220,03319.140,9.14,0000,0.00,124114,317514.85,191500.0,0,505.35254619169007,505.35254619169007
609.0,06754.380,05250.560,03108.020,9.34,060.000,8.33,114114,317514.85,179900.0,0,153.52888695019163,153.52888695019163
529.0,05063.720,05639.990,03362.250,9.14,0135.000,6.67,124114,317514.85,195000.0,0,170.13607739055323,170.13607739055323
1044.0,05722.510,05707.760,03319.140,9.14,0135.000,6.67,124114,317514.85,190800.0,0,172.00811523630867,172.00811523630867
631.0,05198.640,05715.080,03319.140,9.14,0135.000,6.67,124114,317514.85,200100.0,0,163.14699552675663,163.14699552675663
596.0,05122.950,05350.880,03362.250,9.14,0135.000,6.67,124114,317514.85,207600.0,0,156.27714754212283,156.27714754212283
835.0,04122.140,07017.580,03097.540,9.34,0135.000,6.67,114114,317514.85,188800.0,0,164.18608311101113,164.18608311101113
519.0,04674.050,04055.930,03362.250,9.14,0754.000,7.69,124114,317514.85,203100.0,0,158.7479292857512,158.7479292857512
688.0,04992.470,05173.550,03362.250,9.14,0754.000,7.69,114114,317514.85,202500.0,0,367.9915336196859,367.9915336196859
568.0,05126.570,05782.070,03451.950,9.16,0135.000,6.67,114114,317514.85,189100.0,0,148.7485849721718,148.7485849721718
675.0,05095.780,05288.190,03319.140,9.14,01056.000,8.33,124114,317514.85,202500.0,0,426.0104102869377,426.0104102869377
518.0,05862.840,05826.160,03411.750,9.15,0000,6.67,114114,317514.85,194800.0,0,373.8938354697248,373.8938354697248
536.0,05430.860,05423.540,03362.250,9.14,0000,0.00,124114,317514.85,185100.0,0,162.7332721027329,162.7332721027329
335.0,03555.230,03464.960,0157.890,9.47,0552.000,8.33,124114,317514.85,192200.0,0,134.94869324701727,134.94869324701727
543.0,04921.520,04935.740,03263.690,9.14,0000,0.00,114114,317514.85,193300.0,0,170.8396866460942,170.8396866460942
724.0,04080.700,07406.130,03275.050,9.14,096.000,8.33,124114,317514.85,197600.0,0,142.42075798551133,142.42075798551133
572.0,05483.880,04952.890,03319.140,9.14,0135.000,6.67,114114,317514.85,189400.0,0,178.24441456753925,178.24441456753925
728.0,06328.580,05665.100,03411.750,9.15,0312.000,8.33,114114,317514.85,189700.0,0,446.08065697435035,446.08065697435035
357.0,03535.620,03997.200,096.740,9.03,0000,10.00,114114,317514.85,158200.0,0,157.8008381360507,157.8008381360507
505.0,03409.690,05035.610,03263.690,9.14,0000,9.52,124114,317514.85,181100.0,0,146.58562366498793,146.58562366498793
615.0,04171.040,05137.150,03275.050,9.14,0336.000,8.33,124114,317514.85,184100.0,0,170.88392063749401,170.88392063749401
787.0,04819.300,06152.890,03275.050,9.14,0336.000,8.33,124114,317514.85,187900.0,0,162.77663898930786,162.77663898930786
553.0,04870.370,05169.430,03451.950,9.16,0336.000,8.33,114114,317514.85,184400.0,0,325.78368566842613,325.78368566842613
1215.0,06868.020,07543.460,03263.690,9.14,060.000,8.33,124114,317514.85,181100.0,0,146.71234321097168,146.71234321097168
782.0,05103.460,06654.640,03362.250,9.14,01056.000,8.33,124114,317514.85,192300.0,0,491.75351970120505,491.75351970120505
951.0,05152.980,05516.710,03602.680,9.17,0000,0.00,114114,317514.85,202700.0,0,404.4432913974448,404.4432913974448
595.0,04631.000,04914.120,03552.630,9.16,0816.000,8.33,114114,317514.85,195100.0,0,372.71957465507904,372.71957465507904
485.0,04352.780,04526.680,03097.540,9.34,0000,0.00,124114,317514.85,183300.0,0,155.30326324172376,155.30326324172376
